order_id,order_date,customer_id,customer_segment,region,category,product,quantity,unit_price,discount,total_sales,cost,profit
ORD003114,2024-03-11,CUST00370,New,North,Apparel,Denim Jacket,1,243.3,0.0,243.3,125.42,117.88
ORD001745,2024-07-24,CUST00648,New,EAST,Home & Kitchen,Cookware Set,1,148.27,0.0,148.27,68.78,79.49
ORD000180,2025-05-27,CUST01121,,South,Home & Kitchen,Air Fryer,1,49.43,0.0,49.43,28.54,20.89
ORD002303,2024-06-18,CUST00049,Returning,South,Beauty,Perfume,1,78.82,0.0,78.82,41.16,37.66
ORD002153,2024-05-01,CUST00802,VIP,East,Electronics,Laptop Stand,2,145.97,0.2,233.55,174.75,58.8
ORD005554,2024-01-23,CUST00273,New,SOUTH,Home & Kitchen,Air Fryer,1,41.3,0.15,35.1,18.9,16.2
ORD001568,2024-06-14,CUST01104,New,WEST,Home & Kitchen,Blender,2,202.71,0.0,405.42,230.86,174.56
ORD005977,2024-11-16,CUST00640,New,South,Home & Kitchen,Coffee Maker,1,23.9,0.05,22.7,13.72,8.98
ORD001707,2024-09-12,CUST01672,New,EAST,Beauty,Face Serum,1,54.34,,46.19,28.51,17.68
ORD002693,2024-02-18,CUST01650,New,central,Beauty,Makeup Kit,1,128.8,0.0,128.8,59.19,69.61
ORD000659,2024-01-07,CUST00094,Returning,North,Home & Kitchen,Coffee Maker,4,23.56,0.0,94.24,54.82,39.42
ORD001328,2024-02-04,CUST00334,VIP,west,Beauty,Face Serum,2,55.63,0.0,111.26,66.87,44.39
ORD001543,2024-03-16,CUST01625,VIP,Central,Apparel,Winter Coat,1,203.25,0.0,203.25,95.09,108.16
ORD004477,2024-05-15,CUST01209,Returning,West,Electronics,Smartwatch,1,167.97,0.0,167.97,95.95,72.02
ORD002363,2024-06-16,CUST00735,Returning,EAST,Sports & Outdoors,Bike Helmet,1,105.31,0.2,84.25,47.78,36.47
ORD005585,2024-05-20,CUST01536,Returning,North ,Home & Kitchen,Vacuum Cleaner,1,177.39,0.1,159.65,97.18,62.47
ORD003530,2024-08-12,CUST00570,New,north,Home & Kitchen,Coffee Maker,3,24.25,0.0,72.75,44.13,28.62
ORD005023,2025-01-06,CUST01562,New,EAST,Electronics,Wireless Earbuds,1,102.46,0.0,102.46,47.54,54.92
ORD000133,2024-11-13,CUST01655,Returning,Central,Home & Kitchen,Cookware Set,1,143.09,0.0,143.09,83.09,60.0
ORD001903,2025-09-16,CUST01470,New,South,Beauty,Hair Dryer,3,74.59,0.0,223.77,135.48,88.29
ORD000750,2024-02-03,CUST01518,Returning,central,Sports & Outdoors,Yoga Mat,1,142.39,0.0,142.39,89.56,52.83
ORD004821,2024-02-15,CUST00310,Returning,south,Sports & Outdoors,Water Bottle,1,123.13,0.0,123.13,69.26,53.87
ORD003263,2025-07-12,CUST01288,VIP,CENTRAL,Beauty,Shampoo Set,4,117.0,0.0,468.0,249.15,218.85
ORD003814,2024-06-03,CUST01674,Returning,CENTRAL,Sports & Outdoors,Water Bottle,3,114.53,0.1,309.23,182.4,126.83
ORD003048,2024-10-03,CUST00933,VIP,central,Apparel,Denim Jacket,1,228.96,0.0,228.96,141.6,87.36
ORD001736,2024-12-08,CUST00466,VIP,WEST,Electronics,Smartwatch,3,194.29,0.0,582.87,301.23,281.64
ORD000765,2025-08-22,CUST00384,Returning,CENTRAL,Electronics,Wireless Earbuds,1,96.54,0.0,96.54,44.62,51.92
ORD001832,2025-03-19,CUST01100,VIP,south,Apparel,Running Shoes,4,14.06,0.0,56.24,29.06,27.18
ORD005442,2025-12-08,CUST01255,New,west,Beauty,Makeup Kit,1,139.65,0.0,139.65,90.0,49.65
ORD001969,2024-02-09,CUST01449,Returning,west,Apparel,Running Shoes,1,12.51,0.1,11.26,7.89,3.37
ORD003531,2024-06-19,CUST01412,New,West,Electronics,Power Bank,1,47.9,0.1,43.11,22.15,20.96
ORD000564,2024-12-10,CUST01436,VIP,EAST,Apparel,Winter Coat,2,206.9,0.0,413.8,216.19,197.61
ORD003452,2025-01-10,CUST01039,VIP,CENTRAL,Home & Kitchen,Air Fryer,1,46.01,0.0,46.01,29.77,16.24
ORD004130,2024-07-31,CUST00769,Returning,WEST,Sports & Outdoors,Yoga Mat,1,159.03,0.0,159.03,74.32,84.71
ORD002841,2024-06-02,CUST01102,New,SOUTH,Home & Kitchen,Blender,1,230.55,0.1,207.5,106.5,101.0
ORD002761,2025-01-04,CUST01213,Returning,south,Home & Kitchen,Cookware Set,1,154.65,0.0,154.65,99.2,55.45
ORD002131,2024-03-08,CUST01379,New,East,Home & Kitchen,Cookware Set,2,147.15,0.0,294.3,138.45,155.85
ORD003235,2025-12-16,CUST00558,Returning,south,Home & Kitchen,Cookware Set,1,152.44,0.1,137.2,78.28,58.92
ORD004165,2024-07-08,CUST01780,New,central,Electronics,Smartwatch,1,173.31,0.0,173.31,91.62,81.69
ORD000713,2024-01-27,CUST01444,New,North ,Beauty,Shampoo Set,2,107.12,0.0,214.24,115.87,98.37
ORD003737,2024-01-26,CUST00787,Returning,East,Electronics,Smartwatch,1,183.83,0.0,183.83,90.49,93.34
ORD004862,2024-10-09,CUST01504,New,West,Electronics,Laptop Stand,1,142.46,0.0,142.46,75.25,67.21
ORD002739,2024-02-17,CUST00497,Returning,South,Home & Kitchen,Air Fryer,1,44.58,0.05,42.35,23.06,19.29
ORD002536,2024-04-01,CUST01433,VIP,North,Apparel,Yoga Pants,2,53.78,0.0,107.56,54.25,53.31
ORD000638,2024-01-30,CUST01487,New,SOUTH,Home & Kitchen,Blender,2,234.2,0.0,468.4,218.58,249.82
ORD002020,2024-02-06,CUST01487,VIP,SOUTH,Electronics,Wireless Earbuds,1,94.1,0.15,79.98,43.23,36.75
ORD001133,2024-11-22,CUST00494,,west,Home & Kitchen,Air Fryer,1,46.67,0.2,37.34,27.0,10.34
ORD002013,2024-07-09,CUST00886,New,EAST,Electronics,Smartwatch,1,190.05,0.0,190.05,103.49,86.56
ORD000302,2024-07-10,CUST00902,,CENTRAL,Electronics,Smartwatch,3,168.54,0.0,505.62,300.18,205.44
ORD003246,2024-01-31,CUST00703,New,east,Apparel,T-Shirt Pack,1,55.6,0.0,55.6,29.39,26.21
ORD004466,2024-02-02,CUST00061,VIP,central,Beauty,Face Serum,2,56.13,0.0,112.26,68.49,43.77
ORD000669,2024-06-13,CUST00939,Returning,West,Sports & Outdoors,Bike Helmet,1,98.52,0.0,98.52,60.24,38.28
ORD004335,2024-05-03,CUST00759,Returning,CENTRAL,Sports & Outdoors,Dumbbell Set,1,82.66,0.05,78.53,53.69,24.84
ORD003182,2024-05-09,CUST01551,Returning,CENTRAL,Beauty,Perfume,1,80.44,0.05,76.42,48.12,28.3
ORD004006,2025-03-02,CUST00394,New,central,Electronics,Power Bank,1,48.68,0.0,48.68,25.52,23.16
ORD000416,2025-06-27,CUST00871,Returning,Central,Home & Kitchen,Cookware Set,1,140.88,0.0,140.88,73.0,67.88
ORD005692,2024-03-24,CUST01068,New,West,Beauty,Perfume,2,72.11,0.1,129.8,87.35,42.45
ORD005399,2024-03-08,CUST00241,New,North ,Apparel,T-Shirt Pack,1,62.13,0.0,62.13,28.48,33.65
ORD003453,2024-01-19,CUST00469,Returning,CENTRAL,Home & Kitchen,Air Fryer,2,45.05,0.1,81.09,49.95,31.14
ORD004508,2024-05-26,CUST00112,Returning,SOUTH,Apparel,Winter Coat,1,221.55,0.0,221.55,137.58,83.97
ORD002832,2024-02-15,CUST01206,VIP,SOUTH,Beauty,Makeup Kit,1,140.13,0.0,140.13,88.65,51.48
ORD000278,2024-02-22,CUST00491,VIP,WEST,Beauty,Shampoo Set,3,108.87,0.05,310.28,182.17,128.11
ORD001244,2024-01-24,CUST01302,VIP,North ,Electronics,Bluetooth Speaker,1,258.54,0.05,245.61,133.39,112.22
ORD000826,2024-06-27,CUST01402,New,North,Home & Kitchen,Coffee Maker,1,23.3,0.0,23.3,11.61,11.69
ORD002839,2024-01-29,CUST01392,Returning,south,Sports & Outdoors,Bike Helmet,1,95.12,0.0,95.12,52.42,42.7
ORD002440,2024-01-14,CUST00093,VIP,West,Apparel,Winter Coat,1,191.01,0.0,191.01,117.03,73.98
ORD005257,2024-05-31,CUST00760,VIP,CENTRAL,Electronics,Power Bank,4,44.39,0.05,168.68,82.24,86.44
ORD004225,2024-10-02,CUST00570,New,SOUTH,Electronics,Wireless Earbuds,1,105.49,0.0,105.49,60.7,44.79
ORD002784,2024-02-27,CUST01318,Returning,CENTRAL,Sports & Outdoors,Camping Tent,2,39.94,0.0,79.88,38.24,41.64
ORD002000,2024-08-20,CUST01064,Returning,EAST,Home & Kitchen,Blender,1,198.71,0.0,198.71,105.68,93.03
ORD002388,2024-08-27,CUST00958,VIP,west,Apparel,Denim Jacket,2,262.58,,498.9,331.27,167.63
ORD000551,2025-11-28,CUST01747,Returning,west,Electronics,Wireless Earbuds,2,93.07,0.0,186.14,98.32,87.82
ORD002617,2024-03-13,CUST00899,New,East,Electronics,Power Bank,1,47.18,0.0,47.18,25.56,21.62
ORD003347,2024-07-16,CUST01724,Returning,EAST,Electronics,Wireless Earbuds,1,102.59,0.0,102.59,56.61,45.98
ORD004173,2024-03-14,CUST01052,New,NORTH,Beauty,Perfume,2,86.14,0.05,163.67,89.02,74.65
ORD002476,2024-12-01,CUST01554,VIP,central,Beauty,Perfume,1,83.16,0.05,79.0,47.38,31.62
ORD005597,2024-08-31,CUST01686,Returning,SOUTH,Sports & Outdoors,Yoga Mat,1,144.85,0.2,115.88,86.54,29.34
ORD002541,2024-04-16,CUST00703,Returning,Central,Beauty,Shampoo Set,1,111.88,0.0,111.88,66.29,45.59
ORD003137,2024-10-11,CUST01070,Returning,East,Electronics,Laptop Stand,1,149.85,0.0,149.85,74.44,75.41
ORD003077,2024-06-11,CUST01702,New,East,Apparel,Running Shoes,3,13.84,0.0,41.52,21.16,20.36
ORD005345,2024-02-25,CUST01462,New,central,Apparel,Yoga Pants,1,56.31,0.15,47.86,30.47,17.39
ORD004628,2024-02-03,CUST01252,Returning,North,Apparel,Denim Jacket,1,259.26,0.0,259.26,123.51,135.75
ORD003732,2024-10-26,CUST00464,VIP,Central,Beauty,Perfume,1,78.97,0.0,78.97,43.34,35.63
ORD005435,2025-12-20,CUST01494,New,North ,Electronics,Smartwatch,1,188.28,0.0,188.28,95.55,92.73
ORD001987,2024-01-15,CUST01346,Returning,EAST,Home & Kitchen,Blender,1,202.24,0.0,202.24,104.28,97.96
ORD002704,2025-04-22,CUST00266,New,West,Home & Kitchen,Coffee Maker,1,23.67,0.0,23.67,13.94,9.73
ORD002760,2024-06-29,CUST01088,VIP,north,Apparel,Yoga Pants,1,48.98,0.15,41.63,28.83,12.8
ORD000543,2024-01-05,CUST00920,New,NORTH,Sports & Outdoors,Bike Helmet,1,102.39,0.0,102.39,60.52,41.87
ORD000054,2024-08-31,CUST01078,VIP,South,Beauty,Makeup Kit,1,142.87,0.0,142.87,78.01,64.86
ORD004529,2024-10-26,CUST01452,New,West,Electronics,Smartwatch,2,183.95,0.1,331.11,191.76,139.35
ORD003832,2024-03-17,CUST00154,Returning,south,Home & Kitchen,Cookware Set,1,141.5,0.0,141.5,71.44,70.06
ORD003925,2024-02-15,CUST00344,,East,Electronics,Smartwatch,1,183.06,0.0,183.06,95.86,87.2
ORD000359,2025-01-06,CUST01540,New,south,Electronics,Power Bank,1,49.1,0.0,49.1,22.91,26.19
ORD001840,2024-02-19,CUST00262,Returning,SOUTH,Sports & Outdoors,Camping Tent,2,44.47,0.0,88.94,50.39,38.55
ORD005864,2024-05-12,CUST00611,New,South,Apparel,T-Shirt Pack,1,58.2,0.05,55.29,30.91,24.38
ORD005031,2024-09-09,CUST01278,New,West,Home & Kitchen,Vacuum Cleaner,1,189.27,0.0,189.27,101.8,87.47
ORD001596,2025-06-06,CUST00034,New,Central,Apparel,T-Shirt Pack,3,61.6,0.05,175.56,91.76,83.8
ORD005752,2024-01-11,CUST01288,VIP,central,Beauty,Perfume,1,79.9,0.0,79.9,49.3,30.6
ORD005387,2024-06-29,CUST01492,Returning,SOUTH,Home & Kitchen,Vacuum Cleaner,2,162.69,0.0,325.38,169.49,155.89
ORD004105,2024-01-03,CUST01396,Returning,East,Sports & Outdoors,Yoga Mat,1,150.29,0.0,150.29,75.47,74.82
ORD004755,2024-05-19,CUST01415,,east,Electronics,Smartwatch,2,175.45,0.0,350.9,199.77,151.13
ORD000334,2024-01-15,CUST00732,Returning,WEST,Home & Kitchen,Air Fryer,4,45.3,0.0,181.2,117.39,63.81
ORD001165,2024-05-19,CUST01530,VIP,West,Home & Kitchen,Vacuum Cleaner,1,176.33,0.05,167.51,98.6,68.91
ORD003126,2024-04-11,CUST00162,New,CENTRAL,Apparel,Winter Coat,4,220.39,0.0,881.56,517.26,364.3
ORD005748,2024-12-09,CUST00697,Returning,EAST,Apparel,Winter Coat,1,189.76,0.0,189.76,113.28,76.48
ORD004773,2024-04-10,CUST01556,VIP,SOUTH,Sports & Outdoors,Camping Tent,1,45.04,0.0,45.04,24.86,20.18
ORD001649,2024-11-07,CUST01276,New,North ,Home & Kitchen,Cookware Set,3,152.01,0.05,433.23,250.91,182.32
ORD005241,2024-07-08,CUST01176,Returning,North,Apparel,Running Shoes,3,12.38,0.0,37.14,20.93,16.21
ORD001168,2025-03-23,CUST00421,VIP,CENTRAL,Apparel,T-Shirt Pack,1,53.66,0.0,53.66,24.89,28.77
ORD005176,2024-02-28,CUST01366,Returning,west,Home & Kitchen,Coffee Maker,2,21.4,0.0,42.8,21.01,21.79
ORD002603,2025-04-14,CUST01281,New,North,Apparel,Yoga Pants,1,51.04,0.15,43.38,30.95,12.43
ORD003438,2024-08-11,CUST01547,VIP,east,Beauty,Hair Dryer,1,86.89,0.0,86.89,41.6,45.29
ORD001972,2024-03-03,CUST00196,Returning,East,Electronics,Power Bank,1,49.46,0.0,49.46,29.0,20.46
ORD005727,2024-08-26,CUST01056,Returning,NORTH,Apparel,Winter Coat,3,229.85,0.1,620.6,327.51,293.09
ORD003423,2024-06-30,CUST00062,New,East,Apparel,Denim Jacket,2,226.73,0.0,453.46,221.47,231.99
ORD005393,2024-07-07,CUST00657,New,North,Home & Kitchen,Vacuum Cleaner,2,188.04,0.0,376.08,194.54,181.54
ORD000500,2025-09-18,CUST01654,Returning,West,Home & Kitchen,Cookware Set,2,162.83,0.1,293.09,172.28,120.81
ORD004831,2025-01-02,CUST00628,New,north,Electronics,Laptop Stand,1,158.12,0.0,158.12,100.37,57.75
ORD000815,2025-09-23,CUST01681,Returning,EAST,Beauty,Hair Dryer,3,87.96,0.0,263.88,158.02,105.86
ORD001260,2024-06-29,CUST01701,Returning,north,Apparel,Winter Coat,1,224.48,0.0,224.48,109.49,114.99
ORD005376,2024-07-11,CUST00457,Returning,CENTRAL,Electronics,Bluetooth Speaker,2,261.02,0.2,417.63,293.17,124.46
ORD002563,2024-03-26,CUST00707,Returning,South,Electronics,Wireless Earbuds,2,103.56,0.05,196.76,104.91,91.85
ORD003433,2024-07-11,CUST00119,Returning,WEST,Home & Kitchen,Vacuum Cleaner,1,177.94,0.0,177.94,114.35,63.59
ORD002279,2024-02-15,CUST00377,New,central,Electronics,Power Bank,2,45.81,0.15,77.88,51.79,26.09
ORD004958,2024-01-27,CUST00355,VIP,North,Beauty,Face Serum,2,49.71,0.05,94.45,45.04,49.41
ORD002955,2024-07-16,CUST00799,VIP,SOUTH,Apparel,Yoga Pants,2,47.14,0.0,94.28,56.64,37.64
ORD003408,2024-01-03,CUST00196,New,SOUTH,Sports & Outdoors,Yoga Mat,1,169.56,0.0,169.56,91.25,78.31
ORD004374,2024-10-05,CUST01154,Returning,south,Sports & Outdoors,Yoga Mat,2,156.86,0.0,313.72,176.78,136.94
ORD000839,2025-12-20,CUST00785,Returning,EAST,Apparel,Denim Jacket,1,234.74,0.2,187.79,146.64,41.15
ORD001233,2024-04-25,CUST01394,Returning,south,Electronics,Bluetooth Speaker,1,225.27,0.0,225.27,129.04,96.23
ORD005003,2024-07-23,CUST01557,VIP,EAST,Apparel,Denim Jacket,2,243.55,0.0,487.1,300.14,186.96
ORD001041,2024-01-14,CUST00759,Returning,north,Home & Kitchen,Cookware Set,1,164.93,0.0,164.93,96.7,68.23
ORD000296,2025-02-17,CUST01764,VIP,EAST,Beauty,Face Serum,2,51.26,0.0,102.52,59.69,42.83
ORD001247,2025-02-05,CUST01176,New,East,Home & Kitchen,Blender,1,208.43,0.0,208.43,135.03,73.4
ORD004594,2025-05-18,CUST00320,New,east,Apparel,Running Shoes,1,13.86,0.0,13.86,7.5,6.36
ORD002544,2024-10-17,CUST00032,VIP,south,Home & Kitchen,Air Fryer,1,47.31,0.0,47.31,21.8,25.51
ORD005283,2025-02-08,CUST00663,New,South,Home & Kitchen,Cookware Set,1,155.9,0.0,155.9,80.85,75.05
ORD001751,2024-09-11,CUST00094,New,east,Home & Kitchen,Coffee Maker,2,23.47,0.2,37.55,22.82,14.73
ORD002698,2024-04-25,CUST01009,New,NORTH,Electronics,Power Bank,1,41.42,0.0,41.42,21.46,19.96
ORD004357,2025-09-20,CUST00842,Returning,NORTH,Sports & Outdoors,Yoga Mat,1,164.01,0.15,139.41,95.43,43.98
ORD001509,2024-08-19,CUST00479,New,North ,Apparel,Yoga Pants,1,50.11,0.0,50.11,25.45,24.66
ORD000964,2024-03-21,CUST00165,VIP,West,Apparel,Denim Jacket,1,219.68,,219.68,124.67,95.01
ORD002164,2024-05-16,CUST00720,Returning,West,Electronics,Wireless Earbuds,1,103.56,0.05,98.38,52.42,45.96
ORD003689,2024-06-26,CUST01109,New,CENTRAL,Beauty,Hair Dryer,1,82.41,0.2,65.93,40.53,25.4
ORD002612,2024-01-11,CUST00549,VIP,WEST,Apparel,Winter Coat,1,230.0,0.0,230.0,124.81,105.19
ORD001924,2025-04-22,CUST00238,New,SOUTH,Beauty,Makeup Kit,1,121.5,0.0,121.5,77.13,44.37
ORD004402,2024-09-19,CUST00035,Returning,EAST,Home & Kitchen,Air Fryer,1,49.44,0.15,42.02,28.67,13.35
ORD001682,2024-01-01,CUST01419,New,East,Apparel,Denim Jacket,1,240.35,0.0,240.35,143.63,96.72
ORD001439,2024-08-19,CUST01228,New,CENTRAL,Electronics,Power Bank,1,48.66,0.15,41.36,30.43,10.93
ORD003491,2024-05-31,CUST00682,Returning,North ,Electronics,Power Bank,1,45.37,0.0,45.37,25.17,20.2
ORD002944,2025-02-25,CUST00614,New,west,Apparel,T-Shirt Pack,1,61.88,0.0,61.88,33.79,28.09
ORD001674,2024-05-16,CUST00788,Returning,West,Home & Kitchen,Blender,1,237.9,0.0,237.9,154.01,83.89
ORD001711,2024-06-05,CUST01361,VIP,north,Electronics,Power Bank,1,47.58,0.2,38.06,28.13,9.93
ORD005505,2024-03-11,CUST01464,VIP,East,Sports & Outdoors,Camping Tent,1,45.22,0.0,45.22,26.22,19.0
ORD002827,2024-01-21,CUST01300,Returning,South,Home & Kitchen,Vacuum Cleaner,1,190.03,0.0,190.03,120.71,69.32
ORD003908,2024-06-16,CUST00985,VIP,NORTH,Home & Kitchen,Air Fryer,1,41.29,0.0,41.29,20.96,20.33
ORD002016,2025-05-25,CUST00945,New,east,Electronics,Power Bank,1,43.98,0.0,43.98,21.91,22.07
ORD001395,2025-08-06,CUST00317,Returning,east,Electronics,Bluetooth Speaker,1,258.94,0.0,258.94,135.38,123.56
ORD000211,2024-07-25,CUST00774,Returning,SOUTH,Sports & Outdoors,Yoga Mat,1,152.87,0.0,152.87,82.28,70.59
ORD003026,2025-07-19,CUST01467,New,CENTRAL,Electronics,Smartwatch,1,191.22,0.0,191.22,105.96,85.26
ORD004086,2025-03-16,CUST01425,VIP,North,Sports & Outdoors,Bike Helmet,1,95.63,0.15,81.29,61.08,20.21
ORD000142,2025-11-03,CUST00334,New,west,Electronics,Power Bank,1,49.76,0.0,49.76,23.61,26.15
ORD002716,2024-03-03,CUST00014,Returning,south,Electronics,Bluetooth Speaker,1,215.17,0.0,215.17,110.19,104.98
ORD005427,2024-08-23,CUST00504,New,East,Sports & Outdoors,Water Bottle,2,117.09,0.0,234.18,136.26,97.92
ORD000550,2025-09-08,CUST00074,New,east,Home & Kitchen,Blender,1,216.89,0.0,216.89,108.62,108.27
ORD005506,2024-05-20,CUST01185,New,south,Beauty,Makeup Kit,1,124.09,0.15,105.48,71.43,34.05
ORD004090,2024-03-28,CUST00182,VIP,south,Electronics,Power Bank,1,45.19,0.0,45.19,22.65,22.54
ORD003708,2024-07-17,CUST00618,New,East,Home & Kitchen,Blender,2,197.14,0.0,394.28,254.73,139.55
ORD005368,2024-04-29,CUST00863,New,East,Beauty,Face Serum,2,47.46,0.0,94.92,57.57,37.35
ORD003028,2024-07-31,CUST00567,Returning,central,Home & Kitchen,Cookware Set,1,157.02,0.2,125.62,81.05,44.57
ORD000051,2025-04-04,CUST01485,New,East,Home & Kitchen,Blender,1,201.67,0.0,201.67,93.79,107.88
ORD001279,2024-03-04,CUST01437,Returning,west,Electronics,Wireless Earbuds,2,100.15,0.1,180.27,119.02,61.25
ORD005254,2025-05-17,CUST01201,New,east,Apparel,T-Shirt Pack,1,56.26,0.05,53.45,31.0,22.45
ORD001714,2025-09-28,CUST00570,Returning,West,Apparel,T-Shirt Pack,1,64.6,0.2,51.68,38.93,12.75
ORD003967,2024-12-18,CUST00872,New,SOUTH,Electronics,Power Bank,1,47.11,0.0,47.11,30.36,16.75
ORD005842,2025-07-05,CUST01178,New,south,Electronics,Wireless Earbuds,1,90.9,0.2,72.72,59.08,13.64
ORD005419,2024-02-15,CUST00123,Returning,east,Apparel,T-Shirt Pack,2,60.28,0.0,120.56,62.07,58.49
ORD004816,2024-02-21,CUST00432,Returning,west,Apparel,Running Shoes,1,13.93,0.0,13.93,9.02,4.91
ORD004835,2024-04-20,CUST01011,New,south,Apparel,Winter Coat,1,189.35,0.0,189.35,95.86,93.49
ORD000835,2024-05-10,CUST01093,New,east,Electronics,Power Bank,1,41.23,0.0,41.23,24.0,17.23
ORD000082,2025-05-29,CUST01626,VIP,West,Apparel,Winter Coat,1,203.04,0.05,192.89,109.73,83.16
ORD004064,2024-03-10,CUST00301,Returning,east,Apparel,Winter Coat,1,208.91,0.0,208.91,104.81,104.1
ORD000336,2025-03-01,CUST01259,VIP,east,Apparel,Winter Coat,2,204.14,0.0,408.28,191.51,216.77
ORD005274,2024-12-30,CUST00581,Returning,Central,Sports & Outdoors,Camping Tent,1,43.52,0.0,43.52,26.33,17.19
ORD004363,2024-09-11,CUST01293,Returning,south,Apparel,Running Shoes,1,12.09,0.0,12.09,6.74,5.35
ORD001058,2024-12-07,CUST01374,New,west,Apparel,Winter Coat,1,203.0,0.05,192.85,125.74,67.11
ORD002321,2024-07-13,CUST00435,Returning,NORTH,Apparel,Yoga Pants,1,55.01,0.0,55.01,29.73,25.28
ORD004582,2024-05-07,CUST00490,New,SOUTH,Home & Kitchen,Vacuum Cleaner,2,197.08,0.1,354.74,204.66,150.08
ORD004500,2024-11-27,CUST00335,VIP,SOUTH,Electronics,Laptop Stand,1,149.31,0.0,149.31,77.47,71.84
ORD003484,2024-06-12,CUST00913,New,North ,Apparel,T-Shirt Pack,1,55.01,0.2,44.01,26.18,17.83
ORD003714,2024-10-22,CUST00187,New,north,Home & Kitchen,Blender,1,239.05,0.0,239.05,152.06,86.99
ORD002245,2024-01-30,CUST01140,New,north,Beauty,Hair Dryer,1,75.17,0.0,75.17,36.26,38.91
ORD002981,2024-09-18,CUST01631,Returning,WEST,Home & Kitchen,Air Fryer,3,41.31,0.0,123.93,68.18,55.75
ORD005899,2024-12-25,CUST01342,Returning,CENTRAL,Electronics,Smartwatch,1,189.14,0.0,189.14,92.41,96.73
ORD002348,2025-01-02,CUST00824,Returning,CENTRAL,Home & Kitchen,Cookware Set,1,158.0,0.15,134.3,71.26,63.04
ORD003992,2024-06-16,CUST01676,New,West,Apparel,Running Shoes,1,11.85,0.0,11.85,7.53,4.32
ORD000901,2024-05-07,CUST00607,New,SOUTH,Electronics,Smartwatch,2,201.18,0.15,342.01,254.63,87.38
ORD003449,2025-05-21,CUST01203,New,south,Beauty,Makeup Kit,1,140.26,0.15,119.22,84.82,34.4
ORD002719,2025-02-15,CUST01326,Returning,Central,Apparel,Denim Jacket,1,265.61,0.0,265.61,139.73,125.88
ORD001638,2024-06-06,CUST00054,Returning,West,Apparel,T-Shirt Pack,1,55.34,,55.34,28.12,27.22
ORD000554,2024-03-05,CUST01468,Returning,EAST,Beauty,Makeup Kit,2,140.2,0.2,224.32,138.81,85.51
ORD002355,2024-07-04,CUST00300,Returning,WEST,Apparel,Yoga Pants,1,56.62,0.0,56.62,33.5,23.12
ORD002727,2025-05-12,CUST00202,Returning,central,Home & Kitchen,Air Fryer,1,48.48,0.0,48.48,29.63,18.85
ORD003174,2024-12-18,CUST00126,Returning,CENTRAL,Home & Kitchen,Cookware Set,2,143.05,0.0,286.1,171.27,114.83
ORD002560,2024-06-19,CUST00593,New,east,Electronics,Power Bank,1,49.35,0.05,46.88,28.46,18.42
ORD000253,2024-10-12,CUST01711,Returning,SOUTH,Beauty,Makeup Kit,1,147.3,0.0,147.3,69.5,77.8
ORD002862,2024-06-23,CUST01204,New,south,Electronics,Wireless Earbuds,1,97.28,0.0,97.28,47.39,49.89
ORD002980,2024-06-10,CUST00589,New,east,Electronics,Wireless Earbuds,2,99.2,0.0,198.4,100.77,97.63
ORD002028,2025-08-27,CUST01183,New,SOUTH,Sports & Outdoors,Water Bottle,1,129.52,0.0,129.52,65.23,64.29
ORD002379,2024-06-29,CUST00050,Returning,south,Sports & Outdoors,Bike Helmet,1,94.76,0.0,94.76,51.95,42.81
ORD004857,2025-11-25,CUST00315,New,north,Apparel,T-Shirt Pack,3,59.97,0.15,152.92,88.72,64.2
ORD002177,2025-04-17,CUST01060,New,NORTH,Beauty,Perfume,2,72.95,0.0,145.9,78.04,67.86
ORD003234,2024-05-30,CUST01137,New,CENTRAL,Apparel,Running Shoes,2,13.95,0.0,27.9,13.13,14.77
ORD001899,2024-05-26,CUST01261,VIP,WEST,Apparel,Winter Coat,2,202.76,0.0,405.52,227.47,178.05
ORD004461,2024-03-06,CUST00454,VIP,WEST,Home & Kitchen,Cookware Set,1,150.51,0.2,120.41,90.31,30.1
ORD003474,2024-03-14,CUST01272,Returning,north,Home & Kitchen,Coffee Maker,1,20.13,0.0,20.13,10.27,9.86
ORD002513,2024-11-04,CUST00120,Returning,WEST,Sports & Outdoors,Yoga Mat,1,165.32,0.0,165.32,78.4,86.92
ORD002055,2024-10-16,CUST01219,Returning,West,Apparel,Yoga Pants,2,53.58,0.0,107.16,53.11,54.05
ORD000393,2024-08-19,CUST01800,New,central,Beauty,Face Serum,1,51.12,0.0,51.12,25.92,25.2
ORD003460,2025-07-17,CUST01137,Returning,east,Home & Kitchen,Air Fryer,1,42.03,0.0,42.03,26.55,15.48
ORD003414,2024-08-25,CUST00737,New,North ,Electronics,Laptop Stand,1,147.6,0.0,147.6,76.65,70.95
ORD002928,2024-11-12,CUST00882,Returning,North ,Electronics,Power Bank,2,46.86,0.0,93.72,49.18,44.54
ORD000076,2024-05-03,CUST01546,Returning,west,Electronics,Wireless Earbuds,2,90.81,0.0,181.62,95.49,86.13
ORD005291,2024-03-11,CUST01201,VIP,Central,Home & Kitchen,Coffee Maker,1,20.83,0.0,20.83,12.86,7.97
ORD000743,2024-09-13,CUST01597,New,North ,Electronics,Wireless Earbuds,2,103.43,0.0,206.86,102.86,104.0
ORD000231,2024-08-22,CUST00573,Returning,South,Apparel,Running Shoes,1,12.05,0.0,12.05,7.76,4.29
ORD003425,2024-02-25,CUST00922,New,west,Apparel,T-Shirt Pack,1,59.77,0.0,59.77,32.87,26.9
